SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
EMKAY, EQ, 01-Jan-2018, 222.35, 224.00, 224.00, 215.50, 216.40, 215.90, 218.04, 54852, 119.60, 966, 41392, 75.46
EMMBI, EQ, 01-Jan-2018, 234.85, 234.45, 236.85, 229.20, 229.20, 231.40, 232.57, 8989, 20.91, 221, 7240, 80.54
ENDURANCE, EQ, 01-Jan-2018, 1363.30, 1363.35, 1400.00, 1353.70, 1365.00, 1362.50, 1381.12, 25798, 356.30, 1980, 11833, 45.87
ENERGYDEV, EQ, 01-Jan-2018, 34.30, 34.05, 37.25, 33.40, 35.55, 35.65, 36.08, 373237, 134.65, 1937, 139913, 37.49
ENGINERSIN, EQ, 01-Jan-2018, 199.30, 200.95, 200.95, 195.25, 195.80, 196.00, 197.80, 1106757, 2189.11, 10304, 506033, 45.72
ENIL, EQ, 01-Jan-2018, 752.70, 748.00, 760.00, 744.00, 746.00, 748.00, 754.75, 8110, 61.21, 435, 6641, 81.89
EON, BE, 01-Jan-2018, 115.60, 116.95, 118.80, 114.25, 116.30, 116.95, 117.35, 27669, 32.47, 209, -, -
EQ30, EQ, 01-Jan-2018, 231.00, 250.00, 250.00, 231.35, 231.35, 231.35, 240.30, 69, 0.17, 7, 45, 65.22
EQUITAS, EQ, 01-Jan-2018, 148.05, 149.50, 151.45, 146.60, 147.65, 147.50, 149.43, 2009096, 3002.16, 16357, 651981, 32.45
ERIS, EQ, 01-Jan-2018, 794.35, 796.00, 807.95, 779.05, 782.00, 783.85, 795.24, 39271, 312.30, 2073, 18782, 47.83
EROSMEDIA, EQ, 01-Jan-2018, 199.00, 199.90, 204.90, 198.90, 204.60, 203.30, 202.55, 744036, 1507.07, 5908, 397158, 53.38
ESABINDIA, EQ, 01-Jan-2018, 800.60, 801.35, 818.50, 801.25, 807.95, 805.65, 808.94, 5525, 44.69, 880, 3510, 63.53
ESCORTS, EQ, 01-Jan-2018, 787.45, 787.85, 797.35, 770.50, 774.00, 774.35, 785.97, 1246643, 9798.29, 25031, 204306, 16.39
ESL, BE, 01-Jan-2018, 5.75, 5.80, 6.00, 5.65, 5.90, 5.85, 5.86, 4543258, 266.14, 1402, -, -
ESSARSHPNG, EQ, 01-Jan-2018, 32.80, 32.80, 32.90, 31.15, 31.70, 31.40, 32.16, 214653, 69.04, 1075, 156058, 72.70
ESSDEE, BE, 01-Jan-2018, 60.20, 60.20, 63.20, 59.10, 63.20, 63.05, 62.75, 43548, 27.33, 208, -, -
ESSELPACK, EQ, 01-Jan-2018, 295.80, 296.85, 299.00, 294.35, 297.45, 295.70, 298.20, 21815, 65.05, 847, 16571, 75.96
ESTER, EQ, 01-Jan-2018, 61.55, 61.00, 65.65, 58.25, 64.20, 63.90, 62.71, 684013, 428.94, 3861, 408883, 59.78
EUROCERA, EQ, 01-Jan-2018, 7.40, 7.40, 8.00, 7.00, 8.00, 7.75, 7.44, 191723, 14.27, 237, 101386, 52.88
EUROMULTI, EQ, 01-Jan-2018, 2.45, 2.45, 2.55, 2.35, 2.55, 2.45, 2.47, 12599, 0.31, 41, 10497, 83.32
EUROTEXIND, EQ, 01-Jan-2018, 36.00, 35.60, 36.45, 34.60, 34.65, 35.20, 35.56, 5911, 2.10, 59, 4697, 79.46
EVEREADY, EQ, 01-Jan-2018, 439.15, 439.00, 445.00, 437.95, 440.50, 440.25, 441.52, 53671, 236.97, 1817, 21259, 39.61
EVERESTIND, EQ, 01-Jan-2018, 579.80, 579.80, 592.00, 577.05, 589.85, 589.70, 588.07, 71037, 417.75, 2043, 42363, 59.64
EXCEL, BE, 01-Jan-2018, 97.40, 94.20, 97.45, 93.70, 95.00, 94.65, 94.46, 80693, 76.23, 142, -, -
EXCELCROP, EQ, 01-Jan-2018, 2010.25, 2000.35, 2147.95, 2000.30, 2133.00, 2123.00, 2073.98, 75183, 1559.28, 2424, 62005, 82.47
EXCELINDUS, EQ, 01-Jan-2018, 624.50, 624.00, 634.00, 611.45, 617.80, 621.30, 624.95, 12789, 79.92, 700, 5948, 46.51
EXIDEIND, EQ, 01-Jan-2018, 223.35, 222.00, 223.85, 219.05, 219.75, 219.75, 221.58, 756083, 1675.33, 5417, 316567, 41.87
FACT, EQ, 01-Jan-2018, 52.65, 52.90, 53.90, 51.55, 52.00, 52.25, 52.71, 243939, 128.58, 1416, 114112, 46.78
FAIRCHEM, EQ, 01-Jan-2018, 502.20, 510.30, 520.00, 492.10, 495.50, 497.90, 508.08, 11900, 60.46, 467, 8279, 69.57
FARMAXIND, BZ, 01-Jan-2018, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 335499, 0.17, 4, -, -
FCL, EQ, 01-Jan-2018, 76.20, 79.60, 83.80, 78.50, 83.80, 83.60, 82.17, 7070016, 5809.35, 28916, 2056296, 29.08
FCONSUMER, EQ, 01-Jan-2018, 75.30, 75.30, 78.00, 74.90, 76.45, 76.10, 76.74, 5926558, 4547.85, 20258, 1786368, 30.14
FCSSOFT, BE, 01-Jan-2018, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 247505, 0.12, 33, -, -
FDC, EQ, 01-Jan-2018, 252.50, 253.00, 255.95, 244.00, 250.00, 248.50, 248.20, 71671, 177.89, 2124, 32978, 46.01
FEDDERELEC, EQ, 01-Jan-2018, 75.50, 75.95, 79.95, 75.50, 78.50, 78.55, 78.43, 334674, 262.49, 2254, 220443, 65.87
FEDERALBNK, EQ, 01-Jan-2018, 108.50, 109.50, 109.90, 108.30, 108.65, 108.70, 109.17, 2320304, 2533.04, 10168, 931052, 40.13
FEL, EQ, 01-Jan-2018, 48.45, 48.75, 50.95, 48.25, 49.45, 49.25, 49.86, 2295560, 1144.58, 6567, 953616, 41.54
FELDVR, EQ, 01-Jan-2018, 48.25, 49.25, 50.15, 48.15, 48.60, 49.00, 49.18, 63850, 31.40, 384, 40288, 63.10
FELIX, SM, 01-Jan-2018, 35.75, 36.50, 36.70, 35.40, 35.40, 35.60, 36.04, 76000, 27.39, 17, 56000, 73.68
FIEMIND, EQ, 01-Jan-2018, 1009.30, 1019.95, 1035.00, 1012.00, 1012.50, 1014.90, 1020.50, 13868, 141.52, 913, 8900, 64.18
FILATEX, EQ, 01-Jan-2018, 219.55, 221.35, 227.00, 217.65, 227.00, 222.60, 220.86, 113942, 251.65, 790, 48638, 42.69
FINCABLES, EQ, 01-Jan-2018, 707.50, 703.10, 709.70, 696.65, 703.15, 702.45, 703.77, 17353, 122.12, 940, 10290, 59.30
FINPIPE, EQ, 01-Jan-2018, 659.70, 667.00, 672.55, 660.00, 661.60, 662.25, 665.14, 43367, 288.45, 1278, 34156, 78.76
FLEXITUFF, EQ, 01-Jan-2018, 109.15, 108.70, 112.75, 102.70, 105.05, 106.45, 107.38, 174145, 187.00, 4219, 55828, 32.06
FLFL, EQ, 01-Jan-2018, 345.70, 343.55, 349.15, 343.00, 344.20, 343.40, 344.38, 21200, 73.01, 793, 14261, 67.27
FMGOETZE, EQ, 01-Jan-2018, 528.00, 530.00, 530.05, 523.50, 526.95, 525.60, 527.73, 3671, 19.37, 231, 2710, 73.82
FMNL, EQ, 01-Jan-2018, 141.05, 142.75, 145.85, 138.00, 144.95, 141.40, 142.33, 22608, 32.18, 434, 12325, 54.52
FOCUS, SM, 01-Jan-2018, 166.45, 170.00, 170.00, 170.00, 170.00, 170.00, 170.00, 3000, 5.10, 1, 3000, 100.00
FORGE, SM, 01-Jan-2018, 69.80, 75.70, 75.70, 71.80, 71.80, 71.80, 73.06, 16000, 11.69, 4, 8000, 50.00
FORTIS, EQ, 01-Jan-2018, 160.45, 159.95, 163.25, 156.25, 156.55, 157.40, 160.37, 2878195, 4615.83, 14605, 738159, 25.65
FORTUNEFIN, EQ, 01-Jan-2018, 283.80, 283.05, 294.35, 281.40, 284.00, 284.80, 285.24, 53910, 153.77, 288, 47248, 87.64
FOSECOIND, EQ, 01-Jan-2018, 1988.00, 1988.00, 2049.00, 1980.05, 1984.00, 1992.25, 2016.91, 5516, 111.25, 664, 3073, 55.71
FOURTHDIM, SM, 01-Jan-2018, 158.35, 166.25, 166.25, 166.20, 166.25, 166.25, 166.25, 22000, 36.57, 11, 20000, 90.91
FRETAIL, EQ, 01-Jan-2018, 524.85, 529.00, 531.05, 525.05, 527.00, 526.30, 527.18, 61763, 325.60, 3687, 33059, 53.53
FSC, EQ, 01-Jan-2018, 678.25, 677.65, 681.50, 674.00, 677.00, 678.65, 679.02, 74188, 503.75, 6505, 55830, 75.25
FSL, EQ, 01-Jan-2018, 40.85, 41.10, 42.10, 40.65, 41.00, 40.95, 41.35, 3758227, 1554.01, 8853, 1710966, 45.53
GABRIEL, EQ, 01-Jan-2018, 199.20, 200.00, 202.70, 196.80, 201.50, 201.70, 200.29, 223582, 447.82, 3441, 120879, 54.06
GAEL, EQ, 01-Jan-2018, 195.25, 196.60, 199.80, 190.10, 192.95, 192.60, 195.35, 127748, 249.55, 1300, 66833, 52.32
GAIL, EQ, 01-Jan-2018, 499.65, 502.80, 504.75, 496.85, 499.80, 498.65, 501.17, 1639410, 8216.16, 17024, 580257, 35.39
GAL, BE, 01-Jan-2018, 7.65, 7.90, 8.00, 7.65, 8.00, 7.95, 7.91, 234210, 18.52, 195, -, -
GALLANTT, EQ, 01-Jan-2018, 33.45, 40.10, 40.10, 38.10, 40.10, 40.10, 40.04, 127372, 51.00, 405, 93407, 73.33
GALLISPAT, EQ, 01-Jan-2018, 183.35, 220.00, 220.00, 213.00, 220.00, 219.30, 219.51, 126332, 277.31, 1082, 90986, 72.02
GAMMNINFRA, EQ, 01-Jan-2018, 3.85, 3.90, 4.20, 3.75, 3.75, 3.80, 3.96, 25409355, 1007.42, 10191, 14860963, 58.49
GAMMONIND, BZ, 01-Jan-2018, 7.05, 7.10, 7.40, 7.10, 7.40, 7.40, 7.39, 56427, 4.17, 71, -, -
GANDHITUBE, EQ, 01-Jan-2018, 427.25, 429.50, 433.00, 427.00, 428.50, 427.75, 429.20, 20646, 88.61, 656, 14149, 68.53
GANECOS, EQ, 01-Jan-2018, 413.20, 418.90, 418.90, 402.00, 404.00, 403.50, 405.80, 12841, 52.11, 399, 9279, 72.26
GANESHHOUC, EQ, 01-Jan-2018, 176.50, 175.70, 183.60, 172.60, 179.25, 177.25, 178.69, 1021235, 1824.80, 10753, 363198, 35.56
GANGESSECU, BE, 01-Jan-2018, 103.85, 103.50, 106.00, 103.50, 106.00, 106.00, 105.18, 2097, 2.21, 25, -, -
GARDENSILK, EQ, 01-Jan-2018, 42.85, 43.10, 45.20, 42.50, 43.35, 43.35, 43.97, 261980, 115.20, 2009, 85326, 32.57
GARWALLROP, EQ, 01-Jan-2018, 960.75, 971.60, 971.65, 935.00, 940.50, 937.35, 946.16, 17585, 166.38, 1140, 12548, 71.36
GATI, EQ, 01-Jan-2018, 135.75, 135.55, 138.50, 133.60, 135.00, 134.80, 136.38, 1423465, 1941.29, 10953, 436556, 30.67
GAYAPROJ, EQ, 01-Jan-2018, 226.15, 228.00, 234.70, 225.40, 226.50, 227.20, 231.94, 753889, 1748.55, 6323, 483130, 64.09
GDL, EQ, 01-Jan-2018, 235.65, 234.85, 239.95, 234.75, 238.00, 237.90, 237.79, 35207, 83.72, 949, 21869, 62.12
GEECEE, EQ, 01-Jan-2018, 172.20, 171.20, 177.90, 169.45, 171.30, 170.40, 173.64, 29531, 51.28, 895, 15210, 51.51
GEMINI, BE, 01-Jan-2018, 0.60, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 1000, 0.01, 1, -, -
GENESYS, EQ, 01-Jan-2018, 326.55, 328.95, 332.00, 319.55, 323.00, 323.45, 325.45, 38122, 124.07, 660, 25266, 66.28
GENUSPAPER, BE, 01-Jan-2018, 12.10, 11.90, 12.50, 11.90, 12.35, 12.15, 12.24, 256929, 31.45, 370, -, -
GENUSPOWER, EQ, 01-Jan-2018, 74.85, 75.20, 75.75, 73.20, 74.10, 73.65, 74.12, 561473, 416.15, 3676, 286119, 50.96
GEOJITFSL, EQ, 01-Jan-2018, 121.65, 123.00, 123.00, 118.50, 119.00, 119.00, 120.44, 136329, 164.20, 1374, 89212, 65.44
GEPIL, EQ, 01-Jan-2018, 727.50, 745.00, 753.00, 728.00, 743.00, 740.95, 744.52, 22770, 169.53, 1124, 12975, 56.98
GESHIP, EQ, 01-Jan-2018, 399.35, 399.00, 405.90, 398.00, 405.00, 403.65, 400.40, 113210, 453.29, 474, 106139, 93.75
GET&D, EQ, 01-Jan-2018, 443.05, 440.50, 453.00, 436.10, 448.00, 447.50, 445.80, 83589, 372.64, 2631, 52166, 62.41
GHCL, EQ, 01-Jan-2018, 317.90, 318.95, 320.95, 315.95, 318.00, 318.30, 318.56, 335499, 1068.77, 4186, 159069, 47.41
GICHSGFIN, EQ, 01-Jan-2018, 463.10, 463.90, 473.00, 460.55, 462.55, 462.30, 466.82, 110951, 517.94, 3538, 46671, 42.06
GICRE, EQ, 01-Jan-2018, 753.70, 753.00, 767.05, 752.30, 765.05, 764.75, 763.48, 99009, 755.91, 4065, 60336, 60.94
GILLANDERS, BE, 01-Jan-2018, 83.05, 83.70, 84.85, 81.20, 83.80, 82.70, 82.85, 7506, 6.22, 43, -, -
GILLETTE, EQ, 01-Jan-2018, 6766.90, 6834.55, 6890.00, 6750.00, 6750.00, 6771.75, 6810.25, 1646, 112.10, 499, 946, 57.47
GINNIFILA, EQ, 01-Jan-2018, 42.95, 43.00, 43.35, 42.05, 42.40, 42.25, 42.74, 234577, 100.25, 976, 158178, 67.43
GIPCL, EQ, 01-Jan-2018, 131.95, 133.50, 136.85, 131.25, 133.00, 133.15, 134.24, 197190, 264.71, 2306, 92096, 46.70
GITANJALI, EQ, 01-Jan-2018, 68.25, 68.60, 72.00, 68.35, 71.30, 71.05, 70.44, 4451713, 3135.85, 18209, 1660579, 37.30
GKWLIMITED, EQ, 01-Jan-2018, 581.75, 592.00, 595.00, 575.50, 575.50, 579.80, 582.33, 177, 1.03, 18, 98, 55.37
GLAXO, EQ, 01-Jan-2018, 2489.30, 2490.00, 2490.00, 2454.00, 2454.00, 2463.00, 2467.92, 8292, 204.64, 1242, 4572, 55.14
GLENMARK, EQ, 01-Jan-2018, 594.75, 596.15, 603.80, 594.00, 596.20, 596.10, 598.78, 512502, 3068.76, 12015, 177778, 34.69
GLFL, BE, 01-Jan-2018, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 1.95, 500, 0.01, 1, -, -
GLOBALVECT, EQ, 01-Jan-2018, 175.75, 177.45, 177.70, 173.60, 175.80, 174.65, 176.09, 26601, 46.84, 917, 12045, 45.28
GLOBOFFS, BE, 01-Jan-2018, 38.10, 38.10, 39.85, 38.10, 39.05, 38.75, 39.18, 41828, 16.39, 228, -, -
GLOBUSSPR, BE, 01-Jan-2018, 163.55, 168.40, 168.40, 159.00, 160.00, 160.50, 163.92, 56008, 91.81, 384, -, -
GMBREW, EQ, 01-Jan-2018, 943.85, 944.00, 960.30, 938.05, 945.00, 943.80, 950.89, 49256, 468.37, 2128, 22283, 45.24
GMDCLTD, EQ, 01-Jan-2018, 167.15, 166.95, 170.45, 165.00, 168.20, 168.00, 167.81, 578704, 971.11, 4193, 320641, 55.41
GMRINFRA, EQ, 01-Jan-2018, 22.45, 22.70, 23.55, 22.15, 22.25, 22.30, 22.90, 104419392, 23908.64, 54080, 20134757, 19.28
GNA, EQ, 01-Jan-2018, 433.25, 435.90, 440.40, 429.00, 434.90, 434.65, 435.61, 110595, 481.76, 3422, 60200, 54.43
GNFC, EQ, 01-Jan-2018, 494.00, 494.20, 498.50, 486.00, 488.00, 487.80, 492.79, 585485, 2885.21, 8556, 249876, 42.68
GOACARBON, EQ, 01-Jan-2018, 875.20, 882.60, 906.00, 840.00, 890.00, 885.40, 889.70, 208827, 1857.94, 6012, 69591, 33.32
GOCLCORP, EQ, 01-Jan-2018, 573.45, 567.00, 580.00, 566.00, 570.00, 569.90, 571.33, 3772, 21.55, 295, 2453, 65.03
GODFRYPHLP, EQ, 01-Jan-2018, 987.00, 993.00, 997.50, 984.00, 989.05, 989.30, 989.53, 38700, 382.95, 1249, 17592, 45.46
GODREJAGRO, EQ, 01-Jan-2018, 579.25, 581.45, 596.70, 581.00, 591.00, 591.25, 590.84, 310670, 1835.56, 8224, 172436, 55.50
GODREJCP, EQ, 01-Jan-2018, 999.45, 1007.95, 1007.95, 982.60, 988.85, 986.25, 997.10, 150338, 1499.02, 8209, 58530, 38.93
GODREJIND, EQ, 01-Jan-2018, 606.45, 603.20, 614.90, 599.70, 603.00, 602.25, 609.11, 286411, 1744.57, 6038, 77356, 27.01
GODREJPROP, EQ, 01-Jan-2018, 692.55, 692.55, 714.90, 692.55, 701.10, 703.85, 707.97, 86821, 614.67, 3072, 32170, 37.05
GOENKA, BZ, 01-Jan-2018, 0.30, 0.30, 0.30, 0.25, 0.30, 0.30, 0.26, 1444707, 3.76, 70, -, -
GOKEX, EQ, 01-Jan-2018, 135.40, 134.65, 135.80, 131.10, 131.65, 131.65, 133.11, 205856, 274.02, 2860, 112057, 54.43
GOKUL, BE, 01-Jan-2018, 23.35, 24.20, 24.20, 22.20, 23.00, 23.05, 23.07, 54094, 12.48, 133, -, -
GOKULAGRO, BE, 01-Jan-2018, 28.45, 29.85, 29.85, 29.85, 29.85, 29.85, 29.85, 93014, 27.76, 209, -, -
GOLDBEES, EQ, 01-Jan-2018, 2626.80, 2630.80, 2649.70, 2630.80, 2649.00, 2643.60, 2642.27, 10360, 273.74, 1377, 7986, 77.08
GOLDENTOBC, BE, 01-Jan-2018, 48.00, 50.40, 50.40, 50.40, 50.40, 50.40, 50.40, 70, 0.04, 2, -, -
GOLDIAM, EQ, 01-Jan-2018, 84.35, 84.00, 84.95, 83.10, 84.00, 83.55, 83.91, 16964, 14.24, 203, 12699, 74.86
GOLDINFRA, EQ, 01-Jan-2018, 197.45, 200.00, 217.15, 196.15, 205.00, 206.35, 212.44, 414332, 880.22, 3827, 144493, 34.87
GOLDIWIN, EQ, 01-Jan-2018, 264.15, 264.40, 266.45, 263.10, 265.20, 263.90, 265.21, 1292, 3.43, 78, 844, 65.33
GOLDSHARE, EQ, 01-Jan-2018, 2609.55, 2610.00, 2633.60, 2610.00, 2627.95, 2620.00, 2620.37, 865, 22.67, 157, 710, 82.08
GOLDSTAR, SM, 01-Jan-2018, 38.10, 40.00, 40.00, 40.00, 40.00, 40.00, 40.00, 6000, 2.40, 1, 6000, 100.00
GOLDTECH, EQ, 01-Jan-2018, 16.25, 16.85, 17.05, 16.25, 17.05, 17.05, 16.82, 122777, 20.65, 279, 91582, 74.59
GOODLUCK, EQ, 01-Jan-2018, 92.15, 92.15, 94.90, 90.10, 90.95, 91.05, 92.92, 104383, 96.99, 998, 59147, 56.66
GPIL, EQ, 01-Jan-2018, 343.25, 348.90, 359.80, 327.80, 353.00, 349.10, 350.25, 541035, 1894.98, 7303, 194320, 35.92
GPPL, EQ, 01-Jan-2018, 136.50, 137.00, 138.15, 136.10, 136.20, 136.55, 137.10, 142325, 195.13, 1333, 76833, 53.98
GPTINFRA, EQ, 01-Jan-2018, 191.05, 189.00, 205.80, 184.85, 198.70, 197.40, 195.71, 52079, 101.92, 660, 38311, 73.56
GRANULES, EQ, 01-Jan-2018, 137.45, 138.85, 139.00, 136.20, 137.50, 137.45, 138.01, 1175335, 1622.08, 5133, 445728, 37.92
GRAPHITE, EQ, 01-Jan-2018, 710.20, 714.70, 744.90, 714.30, 727.00, 725.10, 730.66, 2658612, 19425.29, 41826, 599517, 22.55
GRASIM, EQ, 01-Jan-2018, 1165.75, 1165.05, 1169.80, 1140.90, 1146.95, 1143.95, 1156.36, 187524, 2168.45, 6372, 57458, 30.64
GRAVITA, EQ, 01-Jan-2018, 159.20, 160.40, 162.50, 159.00, 159.70, 159.40, 160.77, 306734, 493.14, 3113, 167448, 54.59
GREAVESCOT, EQ, 01-Jan-2018, 137.10, 137.75, 143.20, 137.75, 140.85, 140.40, 140.98, 2617492, 3690.26, 24639, 1247658, 47.67
GREENLAM, EQ, 01-Jan-2018, 1301.25, 1278.00, 1329.50, 1278.00, 1294.00, 1301.75, 1307.85, 1237, 16.18, 150, 803, 64.92
GREENPLY, EQ, 01-Jan-2018, 337.60, 340.00, 360.00, 337.60, 358.50, 354.70, 351.46, 236931, 832.72, 5701, 119611, 50.48
GREENPOWER, EQ, 01-Jan-2018, 11.05, 11.05, 11.70, 11.00, 11.10, 11.15, 11.33, 1473927, 167.05, 1934, 895819, 60.78
GRINDWELL, EQ, 01-Jan-2018, 547.65, 554.60, 554.60, 540.00, 540.00, 544.85, 545.54, 6630, 36.17, 490, 2967, 44.75
GROBTEA, EQ, 01-Jan-2018, 1393.75, 1463.40, 1463.40, 1463.40, 1463.40, 1463.40, 1463.40, 331, 4.84, 28, 331, 100.00
GRPLTD, EQ, 01-Jan-2018, 1350.00, 1383.95, 1405.00, 1376.00, 1390.00, 1395.05, 1397.39, 7377, 103.09, 285, 6993, 94.79
GRUH, EQ, 01-Jan-2018, 503.30, 501.50, 503.65, 498.00, 498.05, 498.45, 500.12, 70356, 351.86, 1499, 35189, 50.02
GSCLCEMENT, EQ, 01-Jan-2018, 35.40, 35.55, 36.00, 34.80, 35.20, 35.25, 35.55, 20373, 7.24, 141, 17657, 86.67
GSFC, EQ, 01-Jan-2018, 156.00, 156.65, 157.25, 151.70, 152.50, 152.60, 154.90, 1611648, 2496.52, 10361, 417337, 25.90
GSKCONS, EQ, 01-Jan-2018, 6538.00, 6552.90, 6571.00, 6394.50, 6549.00, 6477.15, 6533.20, 13341, 871.59, 2267, 9015, 67.57
GSPL, EQ, 01-Jan-2018, 227.50, 227.10, 229.80, 223.70, 223.95, 224.70, 226.98, 222985, 506.13, 3957, 119172, 53.44
GSS, EQ, 01-Jan-2018, 27.75, 28.40, 29.35, 27.50, 28.90, 28.70, 28.89, 196662, 56.82, 517, 112833, 57.37
GTL, EQ, 01-Jan-2018, 17.25, 17.50, 19.30, 16.80, 17.90, 17.80, 18.20, 2437552, 443.73, 4874, 864543, 35.47
GTLINFRA, EQ, 01-Jan-2018, 6.95, 7.05, 7.65, 6.75, 7.20, 7.15, 7.27, 43180629, 3140.36, 14859, 14230667, 32.96
GTNIND, EQ, 01-Jan-2018, 18.95, 19.90, 20.80, 18.60, 19.55, 19.65, 20.21, 29678, 6.00, 171, 16349, 55.09
GTNTEX, BE, 01-Jan-2018, 23.25, 24.35, 24.35, 22.15, 23.80, 23.85, 23.25, 8819, 2.05, 29, -, -
GTPL, EQ, 01-Jan-2018, 165.00, 165.20, 166.45, 160.00, 165.50, 163.75, 161.94, 51137, 82.81, 954, 27539, 53.85
GUFICBIO, EQ, 01-Jan-2018, 126.75, 127.00, 129.10, 125.00, 126.50, 125.95, 127.06, 139174, 176.84, 1928, 67560, 48.54
GUJALKALI, EQ, 01-Jan-2018, 745.55, 769.90, 770.90, 741.20, 746.10, 749.00, 753.90, 161946, 1220.91, 6063, 57348, 35.41
GUJAPOLLO, EQ, 01-Jan-2018, 242.85, 247.85, 247.90, 238.60, 239.90, 239.75, 242.04, 8205, 19.86, 238, 4072, 49.63
GUJFLUORO, EQ, 01-Jan-2018, 911.30, 917.00, 917.05, 895.00, 897.85, 897.15, 905.06, 43605, 394.65, 3383, 19783, 45.37
GUJGASLTD, EQ, 01-Jan-2018, 840.55, 846.95, 847.00, 837.00, 847.00, 844.15, 843.81, 17171, 144.89, 682, 11312, 65.88
GUJNRECOKE, EQ, 01-Jan-2018, 1.95, 2.00, 2.10, 1.90, 2.00, 2.00, 2.02, 16184661, 327.50, 3245, 8933640, 55.20
GUJNREDVR, EQ, 01-Jan-2018, 1.75, 1.80, 1.80, 1.75, 1.75, 1.75, 1.80, 581046, 10.43, 236, 562502, 96.81
GUJRAFFIA, BE, 01-Jan-2018, 66.60, 66.65, 66.65, 66.65, 66.65, 66.65, 66.65, 50, 0.03, 1, -, -
GULFOILLUB, EQ, 01-Jan-2018, 987.40, 987.00, 997.00, 975.05, 982.00, 982.55, 982.28, 2055, 20.19, 337, 1258, 61.22
GULFPETRO, EQ, 01-Jan-2018, 84.60, 85.00, 86.95, 85.00, 85.45, 85.60, 86.18, 49128, 42.34, 472, 31581, 64.28
GULPOLY, EQ, 01-Jan-2018, 86.90, 87.00, 89.90, 86.10, 86.35, 86.70, 88.03, 99462, 87.56, 793, 53469, 53.76
GVKPIL, BE, 01-Jan-2018, 18.65, 18.95, 19.55, 18.80, 19.20, 19.25, 19.37, 5454220, 1056.35, 5418, -, -
HANUNG, BE, 01-Jan-2018, 3.80, 3.95, 3.95, 3.95, 3.95, 3.95, 3.95, 36599, 1.45, 44, -, -
HARITASEAT, EQ, 01-Jan-2018, 953.45, 972.85, 972.90, 941.90, 944.00, 945.55, 948.49, 3140, 29.78, 220, 2850, 90.76
HARRMALAYA, BE, 01-Jan-2018, 98.45, 97.55, 99.40, 97.00, 98.30, 97.50, 98.20, 21685, 21.29, 144, -, -
HATHWAY, EQ, 01-Jan-2018, 39.90, 40.30, 42.00, 39.15, 40.00, 39.60, 40.47, 258899, 104.79, 1287, 166776, 64.42
HATSUN, EQ, 01-Jan-2018, 828.40, 827.00, 830.00, 821.00, 826.80, 824.85, 826.11, 14964, 123.62, 1069, 9067, 60.59
HAVELLS, EQ, 01-Jan-2018, 562.45, 566.70, 566.70, 552.00, 554.00, 554.45, 558.71, 466717, 2607.61, 11790, 147692, 31.64
HBLPOWER, EQ, 01-Jan-2018, 71.95, 72.85, 76.50, 72.50, 73.50, 73.60, 74.32, 2667653, 1982.54, 10746, 1165960, 43.71
HBSTOCK, EQ, 01-Jan-2018, 50.05, 50.00, 50.35, 47.55, 47.55, 47.65, 47.92, 296637, 142.14, 1773, 192677, 64.95
HCC, EQ, 01-Jan-2018, 41.00, 41.25, 43.70, 40.70, 42.00, 42.00, 42.43, 16209405, 6877.67, 27767, 4728718, 29.17
HCG, EQ, 01-Jan-2018, 279.80, 285.80, 285.80, 273.40, 277.80, 275.85, 277.84, 11295, 31.38, 306, 7405, 65.56
HCL-INSYS, EQ, 01-Jan-2018, 58.25, 58.45, 62.00, 57.40, 60.60, 60.15, 60.36, 11197819, 6758.97, 32115, 4226339, 37.74
HCLTECH, EQ, 01-Jan-2018, 890.50, 889.00, 890.70, 875.95, 876.90, 878.70, 880.44, 643144, 5662.49, 11023, 416670, 64.79
HDFC, EQ, 01-Jan-2018, 1710.40, 1710.00, 1711.05, 1677.50, 1688.80, 1683.75, 1687.66, 1387222, 23411.61, 23130, 1021574, 73.64
HDFC, W2, 01-Jan-2018, 285.00, 280.00, 280.00, 276.20, 276.20, 278.10, 278.10, 14600, 40.60, 2, 14600, 100.00
HDFCBANK, EQ, 01-Jan-2018, 1872.40, 1872.70, 1880.75, 1850.50, 1855.00, 1854.50, 1862.24, 1645129, 30636.23, 30994, 1222191, 74.29
HDFCLIFE, EQ, 01-Jan-2018, 386.00, 388.50, 399.80, 386.55, 390.15, 389.65, 394.31, 1445743, 5700.75, 17963, 566950, 39.22
HDFCMFGETF, EQ, 01-Jan-2018, 2690.50, 2693.80, 2723.95, 2692.50, 2709.50, 2709.30, 2708.95, 677, 18.34, 220, 426, 62.92
HDFCNIFETF, EQ, 01-Jan-2018, 1071.00, 1071.00, 1084.90, 1038.00, 1065.00, 1068.04, 1072.27, 262, 2.81, 30, 181, 69.08
