SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 01-Jan-2018, 58.30, 58.95, 60.70, 57.90, 58.70, 58.75, 59.53, 156506, 93.17, 1527, 77974, 49.82
3IINFOTECH, EQ, 01-Jan-2018, 8.00, 8.40, 8.80, 8.30, 8.80, 8.80, 8.68, 14085506, 1223.08, 7133, 6983618, 49.58
3MINDIA, EQ, 01-Jan-2018, 19126.45, 18901.00, 19990.00, 18901.00, 19425.00, 19264.55, 19368.09, 2361, 457.28, 728, 1170, 49.56
5PAISA, EQ, 01-Jan-2018, 376.05, 383.00, 383.00, 357.25, 357.25, 357.45, 364.71, 32513, 118.58, 975, 23949, 73.66
63MOONS, EQ, 01-Jan-2018, 118.60, 119.55, 124.40, 118.00, 119.20, 119.40, 121.46, 685352, 832.44, 6628, 202252, 29.51
8KMILES, EQ, 01-Jan-2018, 908.05, 908.00, 921.85, 900.00, 904.00, 901.95, 909.56, 74853, 680.84, 3336, 25128, 33.57
A2ZINFRA, EQ, 01-Jan-2018, 40.75, 41.00, 44.30, 40.70, 42.50, 42.35, 42.81, 5268119, 2255.26, 14359, 2078105, 39.45
AARTIDRUGS, EQ, 01-Jan-2018, 641.30, 646.00, 658.00, 631.90, 637.25, 634.15, 645.60, 18513, 119.52, 1002, 11122, 60.08
AARTIIND, EQ, 01-Jan-2018, 1133.90, 1147.75, 1149.90, 1125.10, 1142.40, 1141.00, 1140.29, 106698, 1216.67, 5307, 42066, 39.43
AARVEEDEN, EQ, 01-Jan-2018, 49.50, 50.00, 51.00, 48.85, 50.00, 50.20, 50.49, 57825, 29.20, 283, 39934, 69.06
AARVI, SM, 01-Jan-2018, 104.05, 102.60, 110.00, 102.60, 107.00, 107.00, 105.25, 22000, 23.16, 8, 18000, 81.82
ABAN, EQ, 01-Jan-2018, 202.95, 203.95, 205.40, 200.70, 201.60, 201.30, 203.06, 624616, 1268.32, 7548, 190090, 30.43
ABB, EQ, 01-Jan-2018, 1402.90, 1412.00, 1413.00, 1390.05, 1410.25, 1399.65, 1403.39, 44720, 627.60, 2369, 23418, 52.37
ABBOTINDIA, EQ, 01-Jan-2018, 5524.95, 5525.00, 5561.05, 5485.25, 5495.00, 5497.75, 5522.91, 1527, 84.33, 264, 1164, 76.23
ABCAPITAL, EQ, 01-Jan-2018, 184.15, 184.50, 189.30, 184.00, 186.50, 186.40, 187.30, 2837824, 5315.28, 21573, 1306242, 46.03
ABFRL, EQ, 01-Jan-2018, 172.45, 170.10, 174.10, 169.20, 170.25, 170.00, 171.21, 289762, 496.09, 2256, 190592, 65.78
ABGSHIP, BZ, 01-Jan-2018, 13.30, 13.85, 13.85, 13.00, 13.70, 13.70, 13.71, 27903, 3.83, 99, -, -
ABMINTLTD, BE, 01-Jan-2018, 41.80, 41.80, 42.05, 41.80, 42.05, 42.05, 42.00, 590, 0.25, 8, -, -
ACC, EQ, 01-Jan-2018, 1758.40, 1763.95, 1763.95, 1725.00, 1731.40, 1731.35, 1744.88, 123565, 2156.06, 6063, 42389, 34.31
ACCELYA, EQ, 01-Jan-2018, 1434.35, 1455.00, 1455.00, 1425.00, 1430.00, 1433.65, 1433.75, 984, 14.11, 156, 814, 82.72
ACCORD, SM, 01-Jan-2018, 58.10, 57.00, 57.00, 57.00, 57.00, 57.00, 57.00, 2000, 1.14, 1, 2000, 100.00
ACE, EQ, 01-Jan-2018, 144.30, 144.00, 145.50, 141.10, 141.10, 141.60, 143.54, 350474, 503.06, 4026, 229093, 65.37
ADANIENT, EQ, 01-Jan-2018, 166.35, 165.80, 169.85, 165.00, 165.60, 166.05, 167.80, 4220395, 7081.96, 19169, 534498, 12.66
ADANIPORTS, EQ, 01-Jan-2018, 405.65, 406.70, 407.70, 398.05, 400.20, 399.65, 402.01, 2701537, 10860.41, 43408, 1635026, 60.52
ADANIPOWER, EQ, 01-Jan-2018, 41.70, 41.60, 45.20, 40.90, 42.50, 42.60, 43.19, 34368848, 14842.25, 50188, 5004308, 14.56
ADANITRANS, EQ, 01-Jan-2018, 224.15, 224.15, 226.80, 218.50, 220.00, 219.70, 221.74, 1005616, 2229.86, 11123, 347027, 34.51
ADFFOODS, EQ, 01-Jan-2018, 313.60, 315.00, 317.80, 310.50, 313.00, 312.85, 314.77, 179522, 565.08, 2368, 111600, 62.17
ADHUNIK, EQ, 01-Jan-2018, 6.15, 6.50, 7.30, 6.30, 6.95, 6.95, 6.99, 1855773, 129.73, 1851, 1355063, 73.02
ADHUNIKIND, BE, 01-Jan-2018, 94.00, 93.00, 95.50, 92.00, 94.10, 94.30, 93.67, 14209, 13.31, 53, -, -
ADLABS, BE, 01-Jan-2018, 68.90, 69.90, 72.30, 68.00, 72.00, 71.65, 70.76, 238528, 168.79, 769, -, -
ADORWELD, EQ, 01-Jan-2018, 498.50, 499.00, 512.45, 490.05, 494.00, 495.50, 504.13, 35138, 177.14, 1717, 11986, 34.11
ADSL, BE, 01-Jan-2018, 26.80, 26.00, 27.40, 26.00, 26.90, 27.15, 27.08, 56909, 15.41, 135, -, -
ADVANIHOTR, EQ, 01-Jan-2018, 79.15, 79.00, 82.00, 78.55, 80.00, 79.25, 79.62, 31369, 24.98, 273, 16738, 53.36
ADVENZYMES, EQ, 01-Jan-2018, 277.45, 279.60, 281.00, 277.45, 278.00, 278.45, 278.90, 102143, 284.88, 1812, 73539, 72.00
AEGISCHEM, EQ, 01-Jan-2018, 286.80, 284.00, 294.80, 281.10, 288.60, 289.45, 289.41, 203299, 588.36, 3632, 134151, 65.99
AFL, EQ, 01-Jan-2018, 45.60, 54.00, 54.70, 54.00, 54.70, 54.70, 54.64, 2161, 1.18, 14, 2161, 100.00
AGARIND, BE, 01-Jan-2018, 645.00, 650.00, 650.00, 625.00, 625.00, 631.40, 641.71, 2716, 17.43, 34, -, -
AGCNET, BE, 01-Jan-2018, 128.10, 126.30, 132.50, 122.10, 127.00, 127.60, 127.25, 8317, 10.58, 77, -, -
AGLSL, EQ, 01-Jan-2018, 118.15, 119.90, 119.90, 116.00, 116.85, 116.40, 117.23, 6133, 7.19, 119, 5793, 94.46
AGRITECH, EQ, 01-Jan-2018, 119.05, 121.00, 122.00, 118.00, 119.40, 118.85, 120.15, 11288, 13.56, 314, 6352, 56.27
AGROPHOS, SM, 01-Jan-2018, 31.95, 31.75, 31.90, 31.00, 31.00, 31.55, 31.55, 36000, 11.36, 6, 12000, 33.33
AHLEAST, EQ, 01-Jan-2018, 272.00, 267.20, 279.50, 267.20, 273.05, 274.10, 274.48, 1179, 3.24, 18, 78, 6.62
AHLUCONT, EQ, 01-Jan-2018, 390.80, 399.90, 402.85, 381.30, 382.15, 383.50, 391.27, 41647, 162.95, 1910, 28976, 69.58
AHLWEST, BE, 01-Jan-2018, 269.00, 271.95, 272.00, 263.60, 263.60, 263.65, 269.89, 202, 0.55, 7, -, -
AIAENG, EQ, 01-Jan-2018, 1550.35, 1559.95, 1559.95, 1529.00, 1550.00, 1536.65, 1551.69, 69536, 1078.99, 3117, 59048, 84.92
AIFL, EQ, 01-Jan-2018, 471.75, 470.05, 473.65, 450.00, 453.90, 453.20, 461.70, 216159, 998.01, 3434, 71965, 33.29
AIRAN, SM, 01-Jan-2018, 211.45, 207.00, 218.00, 207.00, 218.00, 218.00, 212.67, 10000, 21.27, 9, 8000, 80.00
AIROLAM, SM, 01-Jan-2018, 50.00, 52.80, 56.75, 52.50, 56.00, 55.75, 55.15, 444000, 244.85, 146, 303000, 68.24
AISL, SM, 01-Jan-2018, 171.90, 176.50, 177.70, 170.15, 170.50, 170.35, 174.16, 57600, 100.31, 47, 48000, 83.33
AJANTPHARM, EQ, 01-Jan-2018, 1491.45, 1498.40, 1522.00, 1490.00, 1498.00, 1493.75, 1507.51, 225361, 3397.34, 8150, 35877, 15.92
AJMERA, EQ, 01-Jan-2018, 324.50, 326.80, 331.30, 325.00, 327.00, 326.20, 328.43, 75949, 249.44, 1790, 33810, 44.52
AKASH, SM, 01-Jan-2018, 72.70, 85.00, 85.00, 72.50, 72.50, 72.50, 78.75, 4000, 3.15, 2, 0, 0.00
AKSHARCHEM, EQ, 01-Jan-2018, 765.90, 770.00, 791.00, 760.00, 764.15, 766.15, 773.49, 37547, 290.42, 1665, 23283, 62.01
AKSHOPTFBR, BE, 01-Jan-2018, 34.95, 35.25, 36.65, 35.25, 36.60, 36.35, 36.37, 1980175, 720.10, 2835, -, -
AKZOINDIA, EQ, 01-Jan-2018, 1834.40, 1850.00, 1875.00, 1831.00, 1855.00, 1860.05, 1849.39, 17137, 316.93, 1032, 14804, 86.39
ALANKIT, EQ, 01-Jan-2018, 69.65, 72.00, 73.10, 69.80, 73.10, 73.10, 72.32, 471618, 341.08, 2117, 280596, 59.50
ALBERTDAVD, EQ, 01-Jan-2018, 350.45, 357.00, 357.00, 344.15, 351.30, 347.20, 348.16, 2828, 9.85, 127, 1728, 61.10
ALBK, EQ, 01-Jan-2018, 73.45, 74.00, 74.50, 73.00, 73.90, 73.75, 74.00, 977504, 723.40, 4339, 153191, 15.67
ALCHEM, BE, 01-Jan-2018, 14.60, 14.80, 15.30, 14.25, 14.70, 14.90, 14.94, 27104, 4.05, 89, -, -
ALEMBICLTD, EQ, 01-Jan-2018, 57.75, 57.75, 59.40, 55.90, 58.40, 57.85, 57.49, 4028397, 2315.79, 12549, 1333604, 33.11
ALICON, EQ, 01-Jan-2018, 705.00, 703.05, 719.80, 700.00, 700.00, 701.95, 711.50, 10228, 72.77, 421, 6328, 61.87
ALKALI, EQ, 01-Jan-2018, 81.40, 82.75, 83.30, 79.10, 81.00, 80.80, 81.87, 7803, 6.39, 154, 5604, 71.82
ALKEM, EQ, 01-Jan-2018, 2201.90, 2201.00, 2257.80, 2187.50, 2225.00, 2225.95, 2231.84, 30620, 683.39, 3166, 17998, 58.78
ALKYLAMINE, EQ, 01-Jan-2018, 669.50, 674.00, 677.15, 651.10, 657.00, 658.80, 660.00, 6853, 45.23, 245, 5421, 79.10
ALLCARGO, EQ, 01-Jan-2018, 208.80, 209.90, 215.60, 208.15, 209.05, 209.15, 211.73, 778527, 1648.38, 10497, 374796, 48.14
ALLSEC, EQ, 01-Jan-2018, 447.60, 445.00, 453.00, 438.00, 440.00, 441.65, 444.24, 4444, 19.74, 250, 3433, 77.25
ALMONDZ, BE, 01-Jan-2018, 31.95, 32.75, 32.75, 30.40, 30.45, 30.45, 30.73, 29194, 8.97, 124, -, -
ALOKTEXT, BE, 01-Jan-2018, 3.90, 4.00, 4.05, 4.00, 4.05, 4.05, 4.04, 1649310, 66.64, 863, -, -
ALPA, EQ, 01-Jan-2018, 42.40, 43.65, 46.55, 43.00, 44.95, 44.80, 45.18, 345532, 156.12, 1988, 159758, 46.24
ALPHAGEO, EQ, 01-Jan-2018, 921.70, 926.00, 930.00, 915.10, 922.00, 919.70, 924.82, 12885, 119.16, 796, 7934, 61.58
ALPSINDUS, BE, 01-Jan-2018, 6.10, 6.40, 6.40, 5.90, 6.40, 6.40, 6.31, 157408, 9.93, 200, -, -
AMARAJABAT, EQ, 01-Jan-2018, 840.20, 839.70, 845.60, 831.10, 832.95, 834.45, 839.75, 228683, 1920.37, 5070, 49992, 21.86
AMBIKCO, EQ, 01-Jan-2018, 1330.25, 1335.60, 1364.90, 1318.00, 1361.00, 1359.75, 1353.87, 4534, 61.38, 283, 3800, 83.81
AMBUJACEM, EQ, 01-Jan-2018, 272.05, 271.10, 273.10, 264.35, 270.50, 268.05, 268.92, 1408955, 3789.02, 9149, 620792, 44.06
AMDIND, EQ, 01-Jan-2018, 45.85, 46.30, 49.30, 45.20, 47.00, 46.90, 47.96, 107838, 51.71, 686, 38255, 35.47
AMRUTANJAN, EQ, 01-Jan-2018, 649.20, 648.10, 652.70, 635.00, 640.10, 641.45, 643.15, 12310, 79.17, 549, 6186, 50.25
AMTEKAUTO, BE, 01-Jan-2018, 29.90, 30.90, 31.30, 29.00, 30.00, 29.85, 30.23, 1103252, 333.57, 3232, -, -
ANANTRAJ, EQ, 01-Jan-2018, 71.70, 72.30, 74.90, 71.45, 72.40, 72.20, 73.32, 3998139, 2931.27, 14510, 1418083, 35.47
ANDHRABANK, EQ, 01-Jan-2018, 58.15, 58.40, 58.95, 58.10, 58.40, 58.40, 58.57, 988753, 579.09, 4077, 243601, 24.64
ANDHRACEMT, EQ, 01-Jan-2018, 13.70, 13.80, 14.30, 13.75, 13.80, 13.85, 14.04, 789828, 110.86, 1038, 597544, 75.65
ANDHRSUGAR, EQ, 01-Jan-2018, 535.30, 537.45, 543.00, 530.75, 535.00, 533.30, 536.12, 20089, 107.70, 680, 12390, 61.68
ANGIND, EQ, 01-Jan-2018, 7.95, 8.25, 8.25, 7.60, 7.60, 7.60, 7.75, 88543, 6.87, 170, 77055, 87.03
ANIKINDS, EQ, 01-Jan-2018, 47.25, 48.75, 48.75, 44.20, 46.90, 46.05, 47.17, 26137, 12.33, 198, 19861, 75.99
ANSALAPI, EQ, 01-Jan-2018, 26.50, 27.00, 27.80, 25.90, 27.20, 27.40, 27.25, 737501, 200.99, 1767, 437362, 59.30
ANSALHSG, EQ, 01-Jan-2018, 27.30, 27.00, 28.70, 26.50, 26.95, 27.15, 27.77, 228687, 63.51, 1155, 106163, 46.42
ANTGRAPHIC, BE, 01-Jan-2018, 0.95, 0.95, 0.95, 0.90, 0.95, 0.90, 0.93, 86262, 0.80, 39, -, -
APARINDS, EQ, 01-Jan-2018, 810.05, 810.05, 828.00, 802.05, 803.00, 806.25, 813.87, 6859, 55.82, 712, 3060, 44.61
APCL, EQ, 01-Jan-2018, 240.45, 241.40, 244.90, 235.20, 240.00, 238.25, 240.44, 3883, 9.34, 135, 1809, 46.59
APCOTEXIND, EQ, 01-Jan-2018, 493.80, 497.00, 502.80, 492.60, 496.45, 496.45, 496.96, 9558, 47.50, 278, 2545, 26.63
APEX, EQ, 01-Jan-2018, 841.65, 844.00, 855.00, 820.00, 831.90, 830.05, 840.25, 162743, 1367.44, 5075, 69427, 42.66
APLAPOLLO, EQ, 01-Jan-2018, 1983.75, 1970.00, 1994.95, 1955.00, 1994.95, 1980.60, 1974.40, 20649, 407.69, 1339, 16329, 79.08
APLLTD, EQ, 01-Jan-2018, 530.60, 532.90, 538.00, 529.85, 529.85, 531.20, 534.22, 9061, 48.41, 667, 5216, 57.57
APOLLOHOSP, EQ, 01-Jan-2018, 1204.80, 1216.00, 1216.00, 1199.10, 1208.00, 1202.55, 1205.25, 117565, 1416.96, 8242, 34746, 29.55
APOLLOTYRE, EQ, 01-Jan-2018, 268.25, 268.25, 272.70, 266.75, 268.20, 268.85, 269.44, 1308125, 3524.64, 10521, 244239, 18.67
APOLSINHOT, EQ, 01-Jan-2018, 1136.75, 1154.95, 1364.10, 1154.95, 1300.00, 1304.60, 1324.99, 9341, 123.77, 564, 4502, 48.20
APTECHT, EQ, 01-Jan-2018, 364.40, 366.60, 374.00, 362.30, 368.50, 365.35, 368.51, 289472, 1066.74, 5254, 56422, 19.49
ARCHIDPLY, EQ, 01-Jan-2018, 113.75, 113.75, 119.00, 112.05, 116.75, 116.65, 116.73, 175692, 205.09, 2198, 84852, 48.30
ARCHIES, EQ, 01-Jan-2018, 46.70, 47.45, 48.80, 45.00, 45.70, 45.65, 47.06, 565752, 266.26, 2820, 273266, 48.30
ARCOTECH, EQ, 01-Jan-2018, 55.75, 56.00, 56.90, 55.65, 56.00, 55.90, 56.31, 749792, 422.24, 2709, 406903, 54.27
ARENTERP, BE, 01-Jan-2018, 20.35, 21.35, 21.35, 20.50, 20.50, 20.50, 21.31, 158, 0.03, 5, -, -
ARIES, BE, 01-Jan-2018, 246.60, 242.00, 251.00, 242.00, 244.00, 244.55, 247.59, 13720, 33.97, 216, -, -
ARIHANT, BE, 01-Jan-2018, 54.75, 57.40, 57.40, 52.30, 56.00, 56.10, 55.46, 1465, 0.81, 21, -, -
ARIHANTSUP, EQ, 01-Jan-2018, 176.00, 177.35, 177.60, 169.00, 170.50, 172.10, 172.33, 126954, 218.77, 1481, 46797, 36.86
ARMANFIN, BE, 01-Jan-2018, 255.80, 246.00, 262.00, 246.00, 255.00, 257.40, 257.05, 2824, 7.26, 35, -, -
AROGRANITE, EQ, 01-Jan-2018, 81.90, 83.25, 85.65, 81.00, 81.50, 82.00, 83.43, 289029, 241.14, 2893, 174186, 60.27
ARROWGREEN, EQ, 01-Jan-2018, 480.70, 480.00, 495.45, 477.00, 480.00, 480.85, 483.63, 22153, 107.14, 791, 13516, 61.01
ARROWTEX, EQ, 01-Jan-2018, 45.60, 45.85, 46.15, 45.00, 45.95, 45.95, 45.70, 49947, 22.83, 189, 34870, 69.81
ARSHIYA, EQ, 01-Jan-2018, 106.55, 109.00, 109.90, 106.35, 106.75, 107.20, 108.03, 112390, 121.42, 705, 86823, 77.25
ARSSINFRA, BE, 01-Jan-2018, 58.55, 60.00, 60.30, 58.60, 59.25, 59.00, 59.52, 32707, 19.47, 167, -, -
ARVIND, EQ, 01-Jan-2018, 450.80, 451.20, 453.30, 443.50, 444.75, 445.95, 448.40, 753084, 3376.81, 9471, 238723, 31.70
ARVSMART, EQ, 01-Jan-2018, 197.55, 198.70, 203.00, 196.25, 201.00, 199.75, 200.54, 74829, 150.06, 1457, 44783, 59.85
ASAHIINDIA, EQ, 01-Jan-2018, 368.55, 365.80, 374.95, 365.80, 373.50, 370.90, 371.76, 10506, 39.06, 504, 4665, 44.40
ASAHISONG, EQ, 01-Jan-2018, 361.00, 368.15, 368.15, 361.35, 361.55, 362.65, 363.37, 3454, 12.55, 188, 1936, 56.05
ASAL, EQ, 01-Jan-2018, 99.90, 100.65, 107.20, 97.95, 102.50, 101.30, 103.72, 117116, 121.47, 1313, 59705, 50.98
ASHAPURMIN, EQ, 01-Jan-2018, 94.30, 94.70, 98.35, 94.70, 96.15, 95.50, 96.62, 352812, 340.89, 2377, 176418, 50.00
ASHIANA, EQ, 01-Jan-2018, 187.05, 187.00, 193.80, 186.00, 187.00, 186.60, 189.30, 354636, 671.33, 5175, 159328, 44.93
ASHIMASYN, EQ, 01-Jan-2018, 31.15, 31.50, 32.25, 31.15, 31.50, 31.55, 31.70, 268072, 84.98, 732, 169249, 63.14
ASHOKA, EQ, 01-Jan-2018, 244.65, 245.00, 250.80, 242.05, 245.50, 245.95, 247.76, 203618, 504.49, 2297, 136264, 66.92
ASHOKLEY, EQ, 01-Jan-2018, 119.10, 119.65, 122.50, 118.05, 118.65, 118.65, 120.57, 10218058, 12319.95, 43098, 2089194, 20.45
ASIANHOTNR, EQ, 01-Jan-2018, 176.50, 179.85, 179.85, 175.00, 175.10, 176.40, 177.34, 17927, 31.79, 203, 11911, 66.44
ASIANPAINT, EQ, 01-Jan-2018, 1158.50, 1163.00, 1165.00, 1138.10, 1145.00, 1143.65, 1151.85, 591349, 6811.46, 13322, 338704, 57.28
ASIANTILES, EQ, 01-Jan-2018, 576.35, 580.00, 583.00, 563.05, 574.00, 570.15, 574.43, 187627, 1077.78, 5483, 92440, 49.27
ASPINWALL, EQ, 01-Jan-2018, 508.90, 517.25, 548.00, 517.25, 539.55, 535.35, 538.15, 15296, 82.31, 674, 10456, 68.36
ASSAMCO, BE, 01-Jan-2018, 5.95, 5.95, 6.15, 5.80, 6.05, 6.05, 6.07, 354081, 21.48, 363, -, -
ASTEC, EQ, 01-Jan-2018, 551.00, 551.30, 557.45, 545.00, 555.00, 549.20, 549.12, 9651, 53.00, 445, 6727, 69.70
ASTRAL, EQ, 01-Jan-2018, 844.65, 850.00, 852.95, 832.00, 833.00, 835.55, 839.51, 11270, 94.61, 757, 6977, 61.91
ASTRAMICRO, EQ, 01-Jan-2018, 113.90, 114.25, 124.35, 114.25, 119.00, 118.75, 119.96, 798949, 958.39, 7916, 433889, 54.31
ASTRAZEN, EQ, 01-Jan-2018, 1167.15, 1160.00, 1200.00, 1160.00, 1183.95, 1174.25, 1184.95, 13427, 159.10, 787, 6512, 48.50
ASTRON, BE, 01-Jan-2018, 120.75, 126.75, 126.75, 126.75, 126.75, 126.75, 126.75, 193085, 244.74, 615, -, -
ATFL, EQ, 01-Jan-2018, 711.65, 718.00, 728.95, 700.60, 709.95, 710.40, 716.81, 16797, 120.40, 799, 7032, 41.86
ATLANTA, EQ, 01-Jan-2018, 118.05, 118.20, 118.55, 114.50, 116.15, 115.40, 116.61, 616035, 718.38, 3906, 318659, 51.73
ATLASCYCLE, BE, 01-Jan-2018, 220.35, 228.80, 230.00, 221.55, 227.00, 222.70, 226.65, 17082, 38.72, 285, -, -
ATUL, EQ, 01-Jan-2018, 2735.70, 2710.00, 2775.00, 2710.00, 2765.00, 2752.10, 2758.23, 6228, 171.78, 790, 4273, 68.61
ATULAUTO, EQ, 01-Jan-2018, 457.80, 455.00, 460.00, 449.60, 459.40, 456.35, 455.23, 32224, 146.69, 1525, 16746, 51.97
AUBANK, EQ, 01-Jan-2018, 666.80, 669.00, 676.20, 659.00, 661.90, 662.85, 668.21, 92576, 618.60, 2793, 53286, 57.56
AURIONPRO, EQ, 01-Jan-2018, 233.80, 233.00, 251.75, 232.95, 244.65, 245.10, 245.32, 377614, 926.35, 6314, 136440, 36.13
AUROPHARMA, EQ, 01-Jan-2018, 687.95, 690.00, 698.80, 681.00, 685.35, 683.95, 690.50, 1629631, 11252.59, 44979, 614651, 37.72
AUSOMENT, EQ, 01-Jan-2018, 73.25, 74.35, 77.50, 72.60, 74.50, 74.25, 75.60, 8830, 6.68, 186, 5267, 59.65
AUSTRAL, BE, 01-Jan-2018, 0.25, 0.20, 0.20, 0.20, 0.20, 0.20, 0.20, 101000, 0.20, 31, -, -
AUTOAXLES, EQ, 01-Jan-2018, 1428.50, 1435.20, 1468.00, 1416.00, 1421.00, 1441.00, 1447.31, 15564, 225.26, 1243, 8103, 52.06
AUTOIND, BE, 01-Jan-2018, 101.00, 102.00, 106.05, 101.55, 106.05, 106.05, 104.95, 23743, 24.92, 166, -, -
AUTOLITIND, EQ, 01-Jan-2018, 68.70, 69.75, 72.50, 68.20, 69.35, 70.10, 70.46, 26268, 18.51, 185, 22987, 87.51
AVADHSUGAR, EQ, 01-Jan-2018, 807.70, 810.05, 830.00, 802.60, 809.15, 808.60, 814.36, 28750, 234.13, 1019, 19152, 66.62
AVANTIFEED, EQ, 01-Jan-2018, 2534.15, 2555.90, 2654.00, 2541.00, 2612.00, 2585.25, 2607.94, 113531, 2960.82, 8587, 44203, 38.93
AVTNPL, EQ, 01-Jan-2018, 59.45, 59.80, 60.25, 56.80, 56.80, 57.30, 58.41, 548632, 320.46, 3011, 344595, 62.81
AXISBANK, EQ, 01-Jan-2018, 563.95, 563.80, 569.80, 560.50, 562.95, 565.50, 565.45, 6943234, 39260.21, 60203, 4295836, 61.87
AXISCADES, EQ, 01-Jan-2018, 200.45, 201.65, 211.90, 198.15, 205.00, 204.50, 207.17, 522282, 1082.03, 8307, 198611, 38.03
AXISGOLD, EQ, 01-Jan-2018, 2549.00, 2577.00, 2577.00, 2547.00, 2565.00, 2565.00, 2564.82, 157, 4.03, 43, 77, 49.04
AXISNIFTY, EQ, 01-Jan-2018, 1053.65, 1053.45, 1053.50, 1045.00, 1045.00, 1045.00, 1052.03, 19, 0.20, 5, 16, 84.21
AYMSYNTEX, EQ, 01-Jan-2018, 65.90, 67.35, 68.40, 65.50, 65.50, 66.00, 66.96, 43473, 29.11, 352, 32066, 73.76
BAFNAPHARM, EQ, 01-Jan-2018, 28.15, 28.35, 29.85, 28.35, 28.50, 28.50, 28.77, 41180, 11.85, 238, 34562, 83.93
BAGFILMS, BE, 01-Jan-2018, 7.50, 7.55, 7.85, 7.20, 7.85, 7.80, 7.69, 325994, 25.08, 334, -, -
BAJAJ-AUTO, EQ, 01-Jan-2018, 3333.60, 3340.00, 3345.05, 3276.40, 3290.00, 3289.25, 3298.95, 174560, 5758.64, 8571, 79453, 45.52
BAJAJCORP, EQ, 01-Jan-2018, 478.30, 482.90, 493.35, 477.10, 486.35, 487.75, 489.50, 23617, 115.61, 961, 14957, 63.33
BAJAJELEC, EQ, 01-Jan-2018, 497.70, 495.00, 501.45, 486.35, 488.75, 489.25, 494.31, 111959, 553.43, 2796, 37513, 33.51
BAJAJFINSV, EQ, 01-Jan-2018, 5230.40, 5208.00, 5308.75, 5151.60, 5167.00, 5171.85, 5224.56, 44899, 2345.78, 6275, 18364, 40.90
BAJAJHIND, EQ, 01-Jan-2018, 15.40, 15.60, 16.45, 15.60, 16.15, 16.10, 16.15, 11337498, 1830.47, 13554, 5791307, 51.08
BAJAJHLDNG, EQ, 01-Jan-2018, 2867.35, 2868.00, 2899.00, 2860.55, 2873.00, 2864.45, 2876.80, 7651, 220.10, 718, 6161, 80.53
BAJFINANCE, EQ, 01-Jan-2018, 1756.70, 1759.50, 1760.00, 1720.40, 1733.85, 1725.65, 1735.49, 535319, 9290.40, 15343, 287325, 53.67
BALAJITELE, EQ, 01-Jan-2018, 154.90, 155.00, 156.30, 153.00, 153.10, 153.40, 154.39, 96681, 149.27, 1733, 44493, 46.02
BALAMINES, EQ, 01-Jan-2018, 637.35, 640.10, 646.80, 631.00, 633.20, 634.40, 639.08, 20595, 131.62, 800, 12937, 62.82
BALKRISHNA, EQ, 01-Jan-2018, 120.45, 120.00, 120.45, 108.45, 109.60, 109.70, 111.12, 559307, 621.53, 5354, 235622, 42.13
BALKRISIND, EQ, 01-Jan-2018, 1194.15, 1195.00, 1208.45, 1182.00, 1198.15, 1195.45, 1194.38, 195375, 2333.52, 5951, 52553, 26.90
BALLARPUR, EQ, 01-Jan-2018, 18.00, 18.25, 20.20, 17.75, 19.00, 19.05, 19.21, 18445068, 3542.82, 16319, 9225646, 50.02
BALMLAWRIE, EQ, 01-Jan-2018, 273.85, 275.90, 278.00, 272.00, 272.00, 272.40, 274.36, 62926, 172.65, 1378, 37701, 59.91
BALPHARMA, EQ, 01-Jan-2018, 110.70, 110.70, 128.20, 110.15, 122.95, 122.50, 123.44, 874057, 1078.92, 10971, 240434, 27.51
BALRAMCHIN, EQ, 01-Jan-2018, 132.40, 133.45, 137.65, 132.50, 135.95, 135.30, 135.43, 2687573, 3639.86, 15356, 883859, 32.89
BANARBEADS, EQ, 01-Jan-2018, 90.25, 92.90, 108.30, 92.00, 103.75, 102.75, 105.07, 218599, 229.69, 1976, 62388, 28.54
BANARISUG, EQ, 01-Jan-2018, 2145.60, 2174.95, 2198.00, 2089.00, 2108.00, 2129.60, 2146.61, 533, 11.44, 76, 255, 47.84
BANCOINDIA, EQ, 01-Jan-2018, 259.90, 260.50, 268.80, 256.20, 258.90, 258.10, 263.01, 136131, 358.04, 2210, 68490, 50.31
BANG, EQ, 01-Jan-2018, 41.20, 41.90, 41.90, 40.50, 40.80, 40.85, 41.05, 8323, 3.42, 57, 5980, 71.85
BANKBARODA, EQ, 01-Jan-2018, 160.65, 161.00, 163.90, 160.85, 161.35, 161.50, 162.36, 7408273, 12027.89, 28575, 2376161, 32.07
BANKBEES, EQ, 01-Jan-2018, 2596.52, 2596.10, 2597.10, 2571.00, 2571.29, 2577.82, 2590.60, 5137, 133.08, 372, 3553, 69.16
BANKINDIA, EQ, 01-Jan-2018, 169.75, 176.00, 176.00, 169.00, 170.70, 169.90, 172.19, 4712424, 8114.29, 22796, 562544, 11.94
BANSAL, SM, 01-Jan-2018, 116.05, 116.50, 116.60, 116.50, 116.55, 116.55, 116.55, 12000, 13.99, 3, 0, 0.00
